sample_id,model,split,is_visually_confused,is_text_overwritten,trajectory_class,best_config,matched_grid_best_config
mlvu-001230,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001231,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001232,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001233,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,8f_151k,
mlvu-001234,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001235,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001236,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001237,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001238,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001239,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001240,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001241,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001242,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001243,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001244,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,16f_151k,
mlvu-001245,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001246,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001247,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001248,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,32f_151k,
mlvu-001249,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001250,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001251,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001252,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001253,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001254,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001255,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001256,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001257,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001258,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001259,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001260,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001261,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001262,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001263,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001264,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,32f_151k,
mlvu-001265,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001266,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001267,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001268,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001269,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001270,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,32f_151k,
mlvu-001271,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001272,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001273,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001274,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001275,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001276,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001277,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001278,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001279,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,32f_151k,
mlvu-001280,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,8f_151k,
mlvu-001281,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001282,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001283,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001284,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001285,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001286,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001287,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001288,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001289,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001290,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001291,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001292,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001293,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001294,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001295,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001296,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001297,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001298,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001299,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001300,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001301,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001302,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001303,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001304,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001305,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001306,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001307,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001308,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001309,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001310,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001311,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,8f_151k,
mlvu-001312,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001313,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001314,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001315,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001316,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001317,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001318,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001319,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001320,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001321,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001322,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001323,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001324,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001325,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001326,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,8f_151k,
mlvu-001327,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001328,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001329,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001330,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001331,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001332,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001333,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001334,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001335,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001336,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001337,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001338,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001339,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001340,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001341,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001342,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001343,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001344,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,16f_151k,
mlvu-001345,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001346,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001347,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001348,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001349,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001350,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001351,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001352,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001353,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,32f_151k,
mlvu-001354,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001355,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001356,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001357,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001358,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001359,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001360,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001361,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001362,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001363,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001364,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001365,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001366,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001367,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001368,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001369,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001370,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001371,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001372,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001373,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001374,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001375,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001376,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001377,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001378,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001379,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001380,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,8f_151k,
mlvu-001381,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001382,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001383,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001384,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001385,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001386,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001387,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001388,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001389,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,8f_151k,
mlvu-001390,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001391,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001392,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001393,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001394,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001395,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001396,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001397,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001398,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001399,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001400,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001401,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001402,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001403,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001404,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001405,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,32f_151k,
mlvu-001406,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001407,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001408,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001409,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001410,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001411,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001412,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001413,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001414,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001415,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001416,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001417,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001418,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001419,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001420,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001421,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001422,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001423,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001424,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001425,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001426,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001427,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001428,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001429,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001430,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001431,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001432,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001433,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001434,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001435,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001436,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001437,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001438,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,16f_151k,
mlvu-001439,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,8f_151k,
mlvu-001440,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001441,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001442,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001443,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001444,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001445,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001446,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001447,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001448,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001449,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001450,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001451,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001452,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001453,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001454,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001455,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001456,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001457,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001458,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001459,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001460,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001461,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001462,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001463,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001464,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001465,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001466,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001467,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001468,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001469,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001470,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001471,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001472,LLaVA-NeXT-Video-7B,MLVU,1,1,oscillating,textonly,
mlvu-001473,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001474,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001475,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001476,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001477,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001478,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001479,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001480,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001481,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001482,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001483,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001484,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001485,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001486,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001487,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001488,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001489,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001490,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001491,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001492,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001493,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001494,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001495,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001496,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001497,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001498,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001499,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001500,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001501,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001502,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001503,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001504,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001505,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001506,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001507,LLaVA-NeXT-Video-7B,MLVU,1,0,oscillating,8f_151k,
mlvu-001508,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001509,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001510,LLaVA-NeXT-Video-7B,MLVU,1,1,monotonic_decreasing,textonly,
mlvu-001511,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001512,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001513,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001514,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001515,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001516,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001517,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001518,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001519,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001520,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001521,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001522,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001523,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001524,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001525,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001526,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001527,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001528,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
mlvu-001529,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001530,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001531,LLaVA-NeXT-Video-7B,MLVU,0,0,always_correct,textonly,
mlvu-001532,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001533,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001534,LLaVA-NeXT-Video-7B,MLVU,0,0,always_wrong,textonly,
mlvu-001535,LLaVA-NeXT-Video-7B,MLVU,0,0,monotonic_increasing,8f_151k,
